port,cargo_type,customer_type,industry,transport_mode,distance_km,transport_cost,port_cost,total_cost,delay_occurred,delay_days,monthly_spend_value,shipment_frequency,storage_required,storage_days,express_required,loss_due_to_delay,customer_satisfaction,will_choose_portkart
Cochin,Hazardous,Exporter,Electronics,Road,1040,54151,24370,78521,0,0,706689,9,1,5,1,0,3,0
Kolkata,Container,Retailer,Machinery,Multi-modal,910,54903,26815,81718,1,3,163436,4,1,3,0,6621,3,1
Cochin,Container,Exporter,Chemicals,Road,1435,45429,27591,73020,0,0,219060,12,0,4,1,0,3,1
Chennai,Liquid,Retailer,FMCG,Road,1360,84910,21898,106808,0,0,534040,12,0,6,0,0,3,1
Chennai,Liquid,Retailer,FMCG,Road,652,61620,28280,89900,0,0,719200,8,1,2,1,0,5,1
Mundra,Liquid,Distributor,Chemicals,Rail,1468,88146,30288,118434,1,4,355302,14,1,3,1,21836,3,1
Chennai,Bulk,Importer,Machinery,Multi-modal,75,86471,34383,120854,1,1,845978,5,1,4,1,1760,1,1
Kolkata,Bulk,Exporter,Machinery,Rail,960,56637,37953,94590,1,2,472950,6,1,1,0,17082,2,1
Kolkata,Container,Exporter,FMCG,Rail,556,49071,25088,74159,1,4,148318,3,0,3,1,30560,5,1
JNPT,Liquid,Exporter,FMCG,Rail,1129,50158,22808,72966,1,1,656694,3,1,2,0,1077,4,1
Cochin,Bulk,Retailer,Machinery,Road,1365,74090,33387,107477,0,0,859816,7,0,2,0,0,2,1
Cochin,Hazardous,Exporter,FMCG,Road,252,84495,24578,109073,1,1,545365,14,1,4,0,3014,1,1
JNPT,Hazardous,Importer,Electronics,Road,1126,68534,25868,94402,0,0,566412,9,0,1,0,0,4,1
Cochin,Liquid,Retailer,Electronics,Multi-modal,1362,52359,35227,87586,0,0,262758,13,1,1,1,0,5,0
JNPT,Bulk,Importer,Machinery,Road,1267,71051,21075,92126,0,0,368504,5,0,5,0,0,2,1
Mundra,Liquid,Retailer,FMCG,Multi-modal,312,82142,28118,110260,0,0,661560,8,0,2,0,0,5,1
JNPT,Hazardous,Distributor,Machinery,Multi-modal,532,67841,25334,93175,0,0,372700,1,0,6,0,0,4,1
JNPT,Hazardous,Retailer,Chemicals,Road,235,75847,28127,103974,0,0,831792,12,0,6,1,0,3,1
Chennai,Container,Distributor,Machinery,Road,1135,81284,39874,121158,1,1,848106,1,0,6,0,7260,4,1
Mundra,Hazardous,Importer,Machinery,Road,1059,85854,22904,108758,0,0,870064,13,0,5,1,0,3,1
Chennai,Liquid,Exporter,Electronics,Multi-modal,1465,47025,32549,79574,0,0,477444,12,0,1,0,0,3,1
Mundra,Container,Exporter,Electronics,Rail,1445,76445,24547,100992,1,2,403968,11,0,6,0,16350,3,1
Chennai,Liquid,Distributor,Machinery,Road,534,70982,26775,97757,1,3,293271,12,1,5,0,22143,3,1
Cochin,Bulk,Importer,Textiles,Multi-modal,140,68849,24345,93194,0,0,745552,3,1,1,0,0,2,1
Kolkata,Bulk,Exporter,Machinery,Multi-modal,475,46387,31291,77678,0,0,466068,8,1,1,0,0,4,0
Chennai,Hazardous,Exporter,FMCG,Multi-modal,983,71334,38072,109406,1,3,218812,2,0,3,1,18288,3,1
Mundra,Bulk,Distributor,Electronics,Rail,784,78488,23509,101997,1,3,713979,2,0,2,0,7902,5,1
Chennai,Hazardous,Exporter,Machinery,Rail,461,43864,21067,64931,1,4,584379,3,1,1,0,11336,2,1
JNPT,Hazardous,Distributor,Textiles,Multi-modal,1006,42353,33878,76231,0,0,381155,3,0,3,0,0,5,0
Mundra,Hazardous,Importer,Electronics,Road,331,44991,24065,69056,1,4,621504,11,0,2,0,35388,4,1
Kolkata,Container,Retailer,Electronics,Multi-modal,567,55229,33244,88473,0,0,707784,11,1,6,1,0,2,0
Mundra,Liquid,Retailer,Textiles,Road,997,76805,29074,105879,0,0,952911,13,1,4,0,0,4,1
Mundra,Hazardous,Distributor,Electronics,Multi-modal,1298,40082,37386,77468,1,1,232404,1,1,1,1,4244,3,1
Cochin,Liquid,Importer,Chemicals,Road,827,44837,31801,76638,0,0,536466,3,0,2,0,0,5,1
Kolkata,Hazardous,Exporter,Machinery,Multi-modal,1378,88754,33915,122669,1,3,1104021,3,1,2,0,5049,4,1
Kolkata,Container,Exporter,Machinery,Road,1407,87083,39294,126377,0,0,379131,4,1,3,1,0,4,1
JNPT,Container,Retailer,Electronics,Rail,415,76624,20050,96674,1,1,580044,12,0,6,1,1257,4,1
Cochin,Container,Distributor,Electronics,Rail,284,89823,35354,125177,0,0,500708,3,1,5,0,0,3,1
Chennai,Liquid,Importer,FMCG,Road,916,65015,34184,99199,1,3,793592,9,1,5,0,28959,1,1
Mundra,Liquid,Distributor,Electronics,Multi-modal,217,50429,32213,82642,0,0,743778,7,1,6,1,0,1,1
Chennai,Container,Exporter,Chemicals,Road,359,83871,34397,118268,0,0,827876,2,1,6,1,0,2,1
JNPT,Bulk,Retailer,Machinery,Multi-modal,1205,57958,20872,78830,0,0,394150,12,1,3,0,0,5,0
Mundra,Liquid,Distributor,Textiles,Rail,1248,44808,27731,72539,1,3,435234,8,1,2,1,16605,5,1
Cochin,Container,Retailer,Textiles,Road,436,79612,37674,117286,0,0,351858,12,1,6,1,0,5,1
Cochin,Liquid,Importer,FMCG,Rail,590,46637,36736,83373,1,3,666984,13,0,2,0,26010,4,1
Kolkata,Bulk,Exporter,FMCG,Road,1220,75587,28077,103664,0,0,829312,9,0,5,1,0,3,1
Mundra,Hazardous,Exporter,Electronics,Multi-modal,330,56616,39411,96027,0,0,672189,14,1,3,0,0,3,1
Kolkata,Container,Retailer,FMCG,Road,711,51554,39494,91048,0,0,364192,5,0,4,0,0,5,1
Chennai,Container,Distributor,FMCG,Rail,530,44024,28722,72746,0,0,218238,9,0,6,1,0,5,0
Kolkata,Hazardous,Importer,FMCG,Rail,1320,41408,33195,74603,1,2,671427,10,0,3,1,4776,1,1
Chennai,Container,Distributor,Machinery,Multi-modal,643,84461,31051,115512,0,0,462048,14,1,6,1,0,5,1
Cochin,Container,Importer,FMCG,Multi-modal,263,70267,37292,107559,1,3,645354,13,0,6,1,13035,3,1
Chennai,Bulk,Exporter,Chemicals,Road,184,68231,39102,107333,1,4,321999,4,1,5,1,32796,2,1
Chennai,Container,Exporter,Electronics,Multi-modal,1039,53815,32244,86059,0,0,688472,5,1,3,1,0,2,0
Mundra,Container,Distributor,Textiles,Rail,948,56410,39917,96327,0,0,866943,7,1,3,0,0,3,1
Kolkata,Hazardous,Distributor,Textiles,Multi-modal,411,57942,21722,79664,0,0,238992,12,1,3,1,0,2,0
Kolkata,Liquid,Importer,Chemicals,Road,1095,56827,38055,94882,1,2,664174,6,0,1,1,3782,5,1
JNPT,Liquid,Exporter,Textiles,Rail,1013,48894,38717,87611,0,0,262833,12,0,2,1,0,2,1
Cochin,Container,Distributor,Machinery,Road,589,67207,35348,102555,0,0,717885,12,1,4,1,0,4,1
JNPT,Container,Importer,FMCG,Rail,1079,54245,32978,87223,0,0,523338,9,0,6,1,0,3,0
Cochin,Bulk,Importer,Machinery,Rail,879,79602,30564,110166,0,0,550830,10,1,5,0,0,3,1
Cochin,Container,Exporter,Chemicals,Multi-modal,1290,56560,30513,87073,0,0,522438,9,0,6,1,0,4,0
Kolkata,Container,Distributor,Electronics,Road,903,81866,35991,117857,0,0,1060713,11,1,4,1,0,3,1
Cochin,Bulk,Importer,FMCG,Multi-modal,194,67475,21309,88784,1,3,799056,12,1,2,1,18348,4,1
Kolkata,Liquid,Distributor,Electronics,Multi-modal,1335,43598,33583,77181,1,1,617448,7,0,4,1,8997,2,1
Kolkata,Liquid,Importer,Machinery,Multi-modal,1488,49868,24195,74063,1,2,148126,11,0,3,0,9938,5,1
Chennai,Bulk,Importer,FMCG,Rail,552,61716,22394,84110,0,0,168220,8,0,2,0,0,2,0
Chennai,Liquid,Exporter,FMCG,Road,1430,85811,31792,117603,1,4,823221,7,0,4,1,19116,3,1
Cochin,Bulk,Importer,FMCG,Rail,459,73546,23475,97021,0,0,776168,6,1,4,1,0,3,1
JNPT,Hazardous,Retailer,Chemicals,Rail,514,58617,29489,88106,0,0,528636,2,0,6,1,0,4,0
Chennai,Hazardous,Retailer,Chemicals,Multi-modal,284,73331,32201,105532,1,2,844256,5,0,3,1,7126,4,1
Kolkata,Hazardous,Retailer,Machinery,Road,859,44555,33327,77882,1,1,389410,10,0,6,1,2747,5,1
JNPT,Hazardous,Exporter,Textiles,Multi-modal,1113,56278,31931,88209,0,0,441045,14,1,6,1,0,5,1
Mundra,Hazardous,Exporter,Chemicals,Multi-modal,1417,69678,34929,104607,0,0,313821,3,0,5,1,0,2,1
Kolkata,Liquid,Importer,Textiles,Road,497,50980,21844,72824,1,4,509768,10,1,2,1,9036,5,1
Mundra,Liquid,Retailer,Electronics,Road,113,83798,22447,106245,1,2,531225,14,1,4,0,16878,1,1
Mundra,Hazardous,Distributor,Machinery,Road,228,85953,33303,119256,1,1,357768,12,0,6,1,8791,1,1
Mundra,Bulk,Importer,Electronics,Rail,751,55092,22003,77095,1,3,462570,5,0,4,0,7815,1,1
Kolkata,Hazardous,Exporter,Textiles,Multi-modal,1496,45379,31585,76964,1,1,692676,10,0,2,1,3372,2,1
Kolkata,Hazardous,Distributor,Chemicals,Rail,637,47199,38703,85902,1,4,429510,12,0,6,1,21412,5,1
Chennai,Container,Exporter,Chemicals,Rail,890,56198,21756,77954,1,1,155908,12,0,2,0,3367,2,1
Mundra,Liquid,Exporter,Electronics,Rail,1086,65836,21333,87169,0,0,610183,12,1,6,1,0,1,0
Mundra,Liquid,Retailer,Textiles,Rail,96,73208,37522,110730,0,0,553650,9,0,6,0,0,1,1
Kolkata,Bulk,Exporter,Chemicals,Rail,557,86876,21946,108822,0,0,326466,2,0,6,0,0,4,1
Mundra,Bulk,Retailer,Electronics,Multi-modal,1281,86116,38420,124536,0,0,249072,10,1,3,0,0,3,1
JNPT,Bulk,Distributor,Machinery,Multi-modal,549,68433,27179,95612,0,0,573672,11,1,4,0,0,2,1
JNPT,Liquid,Exporter,FMCG,Multi-modal,196,66990,23897,90887,0,0,817983,12,0,5,0,0,1,1
Cochin,Liquid,Retailer,Textiles,Road,144,40339,31779,72118,1,1,432708,9,1,2,1,2173,1,1
Kolkata,Hazardous,Importer,Textiles,Multi-modal,586,89421,20860,110281,1,1,882248,1,0,1,0,5708,1,1
Mundra,Liquid,Retailer,Textiles,Road,64,54705,23561,78266,1,4,469596,6,1,4,1,17788,1,1
JNPT,Container,Retailer,Machinery,Multi-modal,1319,61465,29352,90817,1,3,363268,6,1,5,0,28599,2,1
Chennai,Bulk,Retailer,FMCG,Rail,592,47312,34912,82224,0,0,411120,7,0,2,1,0,1,0
Kolkata,Hazardous,Exporter,Textiles,Multi-modal,570,79705,38764,118469,0,0,592345,13,0,5,0,0,1,1
Chennai,Bulk,Distributor,Machinery,Road,716,67020,38571,105591,0,0,527955,10,0,5,0,0,1,1
Mundra,Liquid,Exporter,Textiles,Rail,673,47420,28742,76162,0,0,533134,14,0,5,0,0,2,1
JNPT,Liquid,Exporter,Electronics,Multi-modal,154,80996,31068,112064,0,0,224128,12,1,2,1,0,3,1
Cochin,Liquid,Distributor,Textiles,Rail,411,63104,24852,87956,0,0,439780,11,0,4,0,0,2,1
Cochin,Liquid,Retailer,FMCG,Multi-modal,444,89223,25601,114824,0,0,574120,5,1,3,0,0,1,1
Mundra,Hazardous,Retailer,Chemicals,Multi-modal,479,81159,38139,119298,1,4,596490,4,0,6,1,15952,1,1
Chennai,Liquid,Retailer,Machinery,Road,673,42214,28000,70214,1,1,631926,7,0,3,1,8084,5,1
Cochin,Bulk,Distributor,Textiles,Road,1432,58628,29849,88477,0,0,796293,7,1,2,1,0,5,1
Kolkata,Bulk,Distributor,FMCG,Road,603,87398,31714,119112,1,2,1072008,12,0,5,0,10594,4,1
Kolkata,Liquid,Retailer,Machinery,Multi-modal,600,49045,21391,70436,0,0,140872,2,1,6,1,0,5,1
Chennai,Container,Exporter,FMCG,Road,126,61526,28856,90382,0,0,542292,1,0,5,0,0,1,1
Cochin,Hazardous,Exporter,Electronics,Road,681,71395,29984,101379,0,0,506895,12,1,4,1,0,3,1
Mundra,Bulk,Importer,Machinery,Rail,1163,58334,36607,94941,1,2,379764,5,1,1,0,11208,4,1
JNPT,Hazardous,Retailer,Machinery,Road,1182,62158,35862,98020,0,0,686140,13,0,3,0,0,2,1
Cochin,Liquid,Retailer,Textiles,Road,1095,84420,22319,106739,1,2,320217,8,0,3,0,6780,3,1
Mundra,Bulk,Importer,Electronics,Rail,609,83543,28332,111875,0,0,559375,1,1,3,1,0,4,1
Mundra,Container,Retailer,FMCG,Multi-modal,149,73481,38807,112288,0,0,1010592,1,1,3,0,0,2,1
Kolkata,Bulk,Exporter,FMCG,Multi-modal,228,81519,33640,115159,1,4,230318,5,1,1,0,31640,5,1
Cochin,Bulk,Exporter,Electronics,Rail,739,56712,22657,79369,0,0,634952,14,0,4,0,0,1,0
Mundra,Hazardous,Retailer,Textiles,Road,1379,45507,25934,71441,1,4,571528,13,1,4,1,30848,1,1
Kolkata,Bulk,Retailer,FMCG,Rail,245,59569,32343,91912,1,4,183824,13,0,1,0,15156,1,1
Chennai,Container,Distributor,Machinery,Rail,964,79844,23995,103839,0,0,519195,11,0,2,1,0,5,1
Kolkata,Container,Retailer,Machinery,Road,297,60559,33376,93935,1,2,845415,3,1,6,1,5130,4,1
Kolkata,Liquid,Importer,Textiles,Road,926,56832,27534,84366,1,2,253098,14,0,5,0,5260,1,1
Mundra,Bulk,Importer,Textiles,Rail,1028,43901,37181,81082,0,0,405410,11,0,5,1,0,1,0
JNPT,Container,Exporter,Chemicals,Road,120,52746,23347,76093,0,0,532651,11,1,2,1,0,4,1
Cochin,Container,Importer,Textiles,Road,1044,85005,22481,107486,0,0,214972,7,0,5,1,0,5,1
Chennai,Bulk,Distributor,Machinery,Rail,1212,53165,39255,92420,0,0,646940,1,1,1,1,0,1,1
Chennai,Hazardous,Exporter,Electronics,Rail,1021,79819,32545,112364,1,1,674184,7,1,5,1,7051,2,1
JNPT,Bulk,Exporter,Chemicals,Multi-modal,969,43417,26445,69862,1,3,628758,3,0,3,1,20019,4,1
Kolkata,Hazardous,Distributor,Electronics,Road,1256,46044,29001,75045,1,1,450270,12,0,1,0,5005,4,1
Mundra,Container,Importer,Chemicals,Road,1160,82793,34605,117398,1,2,352194,10,0,4,0,4110,5,1
Kolkata,Liquid,Exporter,Machinery,Road,369,53833,38134,91967,1,4,275901,3,0,5,1,21564,5,1
Cochin,Hazardous,Distributor,Electronics,Rail,788,82577,25224,107801,1,2,970209,1,0,6,1,6814,1,1
Cochin,Bulk,Retailer,Chemicals,Road,1137,54959,20101,75060,0,0,300240,13,0,6,0,0,1,0
Cochin,Liquid,Importer,Chemicals,Road,1472,75641,35491,111132,0,0,444528,12,1,1,0,0,1,1
Mundra,Liquid,Importer,Machinery,Multi-modal,104,73447,37131,110578,0,0,995202,9,1,6,0,0,2,1
Cochin,Hazardous,Retailer,Electronics,Rail,1326,77675,24485,102160,1,1,817280,13,1,4,1,6679,5,1
JNPT,Hazardous,Distributor,Machinery,Rail,422,74372,34932,109304,0,0,983736,8,0,5,0,0,1,1
Chennai,Bulk,Importer,Machinery,Road,1016,49962,23400,73362,0,0,293448,12,1,5,0,0,2,0
Mundra,Hazardous,Importer,Textiles,Multi-modal,552,68923,21290,90213,1,3,721704,12,1,4,1,8991,2,1
Mundra,Liquid,Exporter,Electronics,Rail,556,62683,23740,86423,0,0,432115,5,0,6,0,0,5,1
JNPT,Hazardous,Importer,Electronics,Multi-modal,568,47604,27139,74743,0,0,448458,14,0,4,1,0,3,1
Kolkata,Hazardous,Distributor,Textiles,Multi-modal,1255,89962,39774,129736,0,0,259472,4,0,5,0,0,2,1
Kolkata,Hazardous,Retailer,Textiles,Road,658,68426,29081,97507,1,4,292521,2,1,3,0,26048,4,1
Chennai,Liquid,Distributor,Machinery,Road,476,84790,27988,112778,0,0,563890,4,0,2,1,0,1,1
JNPT,Bulk,Retailer,Machinery,Rail,991,75126,25390,100516,0,0,603096,4,1,1,1,0,1,1
Mundra,Bulk,Importer,Chemicals,Rail,793,62207,30795,93002,0,0,465010,13,1,6,1,0,4,1
Mundra,Liquid,Importer,Chemicals,Multi-modal,1118,83058,27137,110195,1,3,991755,2,0,3,1,25794,5,1
JNPT,Liquid,Exporter,Electronics,Multi-modal,1272,74068,21947,96015,1,2,768120,12,0,3,1,5328,5,1
Mundra,Container,Importer,Chemicals,Multi-modal,849,60456,23634,84090,1,3,168180,8,0,2,1,28221,5,1
Kolkata,Liquid,Exporter,Textiles,Rail,1132,77517,31261,108778,0,0,870224,4,0,2,1,0,4,1
Mundra,Hazardous,Retailer,Machinery,Road,1067,70367,37232,107599,0,0,753193,10,1,3,1,0,4,1
Mundra,Bulk,Exporter,Chemicals,Multi-modal,1171,40785,28143,68928,0,0,206784,5,1,1,1,0,3,1
JNPT,Bulk,Distributor,Chemicals,Rail,885,64556,28138,92694,0,0,185388,14,1,6,0,0,1,1
Mundra,Liquid,Importer,Chemicals,Rail,1198,87544,38760,126304,0,0,631520,11,1,5,1,0,5,1
JNPT,Liquid,Distributor,FMCG,Rail,953,45930,33388,79318,0,0,396590,6,0,5,0,0,4,0
JNPT,Container,Importer,Machinery,Rail,1412,82617,29945,112562,0,0,450248,10,0,6,0,0,5,1
Mundra,Container,Retailer,Textiles,Road,1004,71755,33743,105498,0,0,210996,9,1,5,1,0,3,1
JNPT,Hazardous,Retailer,Electronics,Multi-modal,414,87458,28534,115992,0,0,1043928,11,1,5,1,0,5,1
Kolkata,Container,Retailer,FMCG,Multi-modal,582,63245,23103,86348,1,3,259044,8,1,6,1,29328,1,1
Kolkata,Liquid,Exporter,Machinery,Multi-modal,1306,81012,25615,106627,1,4,639762,7,0,5,0,36796,4,1
Kolkata,Hazardous,Exporter,Machinery,Road,67,73436,29477,102913,0,0,823304,6,0,3,0,0,4,1
Kolkata,Container,Importer,FMCG,Multi-modal,571,47069,28511,75580,0,0,680220,4,1,6,0,0,4,1
Cochin,Container,Exporter,FMCG,Rail,901,65958,34590,100548,1,4,603288,7,1,2,1,33856,2,1
Kolkata,Bulk,Exporter,Electronics,Multi-modal,1437,72440,20425,92865,0,0,185730,11,1,1,0,0,5,1
JNPT,Container,Distributor,Chemicals,Rail,718,54679,21117,75796,0,0,227388,13,1,5,1,0,5,0
JNPT,Bulk,Distributor,Electronics,Road,853,62244,21261,83505,1,3,668040,3,1,5,0,18063,4,1
Cochin,Hazardous,Exporter,Machinery,Road,178,80864,34906,115770,0,0,694620,3,1,4,0,0,5,1
Cochin,Liquid,Distributor,Electronics,Road,602,46640,24288,70928,1,1,354640,4,0,1,0,4948,5,1
JNPT,Container,Distributor,Machinery,Road,584,51737,33372,85109,1,3,510654,14,0,4,0,18198,2,1
Chennai,Liquid,Retailer,Chemicals,Rail,1418,71974,30794,102768,1,2,924912,14,0,5,1,5200,5,1
Chennai,Bulk,Retailer,FMCG,Multi-modal,857,47196,38766,85962,0,0,601734,11,1,1,0,0,3,0
JNPT,Liquid,Importer,FMCG,Rail,322,75921,20166,96087,0,0,576522,13,0,2,1,0,5,1
Chennai,Bulk,Retailer,Electronics,Multi-modal,382,83147,26449,109596,0,0,547980,2,0,6,0,0,4,1
Mundra,Bulk,Retailer,Machinery,Rail,928,64272,23763,88035,0,0,176070,1,0,6,0,0,5,1
JNPT,Liquid,Retailer,Machinery,Road,597,80139,21269,101408,1,2,507040,8,0,5,1,7682,5,1
Cochin,Liquid,Importer,Electronics,Road,1455,82782,37655,120437,0,0,722622,8,1,1,0,0,2,1
Chennai,Liquid,Exporter,Chemicals,Road,106,63212,22190,85402,0,0,341608,10,0,1,1,0,4,0
Cochin,Container,Importer,FMCG,Multi-modal,231,68063,26992,95055,0,0,855495,12,0,2,1,0,1,1
Mundra,Container,Retailer,Chemicals,Road,582,64783,35563,100346,0,0,401384,1,1,5,0,0,1,1
Chennai,Hazardous,Exporter,Machinery,Road,372,72991,35003,107994,1,3,539970,6,1,2,0,23688,1,1
Kolkata,Hazardous,Importer,Chemicals,Road,536,61845,36241,98086,1,2,588516,13,0,4,0,4150,5,1
JNPT,Hazardous,Retailer,Electronics,Multi-modal,1366,65239,31138,96377,0,0,192754,7,1,5,1,0,2,1
Chennai,Container,Distributor,Chemicals,Road,1089,44902,39572,84474,0,0,675792,14,0,2,1,0,4,0
Chennai,Bulk,Distributor,Textiles,Road,1065,76795,20260,97055,1,2,485275,10,1,1,1,5998,4,1
Mundra,Liquid,Retailer,Chemicals,Multi-modal,691,73037,30047,103084,0,0,721588,7,1,3,0,0,5,1
Mundra,Hazardous,Exporter,Machinery,Road,664,45659,21153,66812,1,4,133624,9,1,5,0,38608,4,1
Chennai,Liquid,Retailer,Textiles,Road,295,47601,25051,72652,0,0,581216,10,0,4,1,0,1,1
JNPT,Container,Distributor,Machinery,Multi-modal,735,53417,23967,77384,1,3,464304,1,1,1,1,24960,3,1
Mundra,Hazardous,Exporter,Electronics,Multi-modal,1129,65343,34647,99990,1,2,799920,5,0,6,0,16194,5,1
Chennai,Bulk,Retailer,Chemicals,Road,437,40868,34602,75470,0,0,528290,14,0,6,1,0,2,1
Chennai,Container,Distributor,Machinery,Road,775,71103,31510,102613,0,0,307839,11,1,2,0,0,4,1
Kolkata,Bulk,Exporter,Chemicals,Road,210,40143,38640,78783,0,0,236349,4,0,5,1,0,5,0
Kolkata,Bulk,Importer,Chemicals,Road,1024,60704,34615,95319,0,0,190638,13,0,1,0,0,4,1
Kolkata,Hazardous,Retailer,Chemicals,Multi-modal,1458,89556,37678,127234,0,0,763404,14,0,6,1,0,3,1
Mundra,Container,Retailer,Machinery,Road,596,52568,25311,77879,1,4,389395,12,1,1,1,17984,5,1
Cochin,Liquid,Retailer,Electronics,Multi-modal,1416,54422,28706,83128,0,0,665024,8,0,5,1,0,5,0
Cochin,Container,Importer,Textiles,Road,404,83655,22027,105682,0,0,528410,4,0,6,0,0,4,1
JNPT,Bulk,Retailer,Electronics,Road,179,51085,27924,79009,0,0,474054,6,1,3,0,0,1,0
Chennai,Container,Importer,Electronics,Road,1128,47269,33336,80605,1,3,483630,7,0,2,0,25056,1,1
Cochin,Hazardous,Distributor,Chemicals,Rail,1202,51339,34483,85822,0,0,429110,14,0,3,0,0,2,1
Kolkata,Hazardous,Importer,Textiles,Road,965,88408,22841,111249,1,3,222498,1,1,4,0,25587,1,1
Chennai,Hazardous,Distributor,FMCG,Rail,1207,59328,37711,97039,1,4,582234,5,0,3,0,13872,5,1
Kolkata,Hazardous,Exporter,Textiles,Multi-modal,642,55448,23966,79414,1,2,397070,10,1,4,1,13316,2,1
Cochin,Container,Retailer,Chemicals,Rail,1034,79731,31329,111060,0,0,555300,14,1,5,1,0,3,1
JNPT,Hazardous,Importer,FMCG,Rail,520,47859,20099,67958,1,2,271832,14,0,3,1,10418,4,1
Kolkata,Liquid,Importer,Machinery,Multi-modal,1038,65551,38900,104451,1,4,731157,13,1,4,1,33392,4,1
Cochin,Hazardous,Distributor,Chemicals,Rail,495,82115,29727,111842,1,3,447368,13,0,3,1,6201,2,1
JNPT,Container,Distributor,Machinery,Road,317,71365,30929,102294,0,0,511470,3,1,5,1,0,4,1
Cochin,Liquid,Importer,Chemicals,Road,791,78554,32013,110567,1,1,221134,11,1,3,1,5906,3,1
JNPT,Hazardous,Retailer,Machinery,Multi-modal,1190,73884,26344,100228,1,3,601368,10,0,1,1,29937,5,1
Cochin,Bulk,Retailer,Machinery,Road,917,67793,22491,90284,0,0,180568,5,0,2,0,0,3,1
Mundra,Liquid,Retailer,Electronics,Road,1414,51703,29611,81314,0,0,325256,7,0,5,0,0,1,1
Chennai,Container,Retailer,Machinery,Road,1137,46704,35379,82083,0,0,574581,7,1,1,0,0,3,1
Mundra,Bulk,Exporter,Electronics,Multi-modal,945,84278,20834,105112,1,4,420448,3,0,3,0,37592,5,1
JNPT,Container,Distributor,Machinery,Rail,1439,80919,20028,100947,1,1,807576,13,1,4,0,3707,2,1
JNPT,Hazardous,Retailer,Electronics,Rail,1155,55648,31234,86882,1,4,608174,6,1,6,1,26160,1,1
Mundra,Bulk,Retailer,Textiles,Rail,333,63318,29537,92855,1,3,557130,6,1,1,0,26667,1,1
JNPT,Liquid,Distributor,Machinery,Rail,367,66988,38201,105189,0,0,315567,14,1,1,0,0,3,1
Kolkata,Liquid,Distributor,Electronics,Multi-modal,150,44973,24774,69747,0,0,488229,12,0,1,0,0,5,1
JNPT,Liquid,Distributor,Textiles,Rail,669,54239,24498,78737,0,0,393685,10,1,2,0,0,3,1
Cochin,Bulk,Importer,Textiles,Road,472,55032,27233,82265,1,4,658120,4,0,1,0,20824,1,1
Cochin,Bulk,Exporter,Textiles,Road,1481,87823,39311,127134,0,0,1017072,9,0,1,1,0,3,1
JNPT,Liquid,Exporter,Chemicals,Rail,1334,49363,32264,81627,0,0,408135,11,0,1,1,0,5,1
JNPT,Container,Retailer,FMCG,Road,106,63423,35265,98688,0,0,394752,12,1,2,1,0,3,1
Mundra,Container,Importer,Chemicals,Multi-modal,1016,53241,30011,83252,1,3,582764,12,1,2,0,27840,2,1
Kolkata,Bulk,Importer,Chemicals,Road,1459,67332,31820,99152,1,4,198304,2,0,5,0,15800,5,1
Kolkata,Liquid,Retailer,FMCG,Road,547,54205,31922,86127,0,0,602889,13,1,3,0,0,3,1
Mundra,Container,Exporter,Chemicals,Road,622,69811,36438,106249,1,2,212498,11,0,3,0,12112,1,1
Cochin,Hazardous,Distributor,Chemicals,Multi-modal,571,49161,21071,70232,0,0,140464,9,1,5,0,0,2,1
Kolkata,Hazardous,Retailer,Textiles,Multi-modal,1231,52885,22204,75089,0,0,600712,9,1,3,0,0,1,0
Cochin,Container,Exporter,FMCG,Multi-modal,657,51467,28199,79666,0,0,716994,2,0,2,1,0,4,1
JNPT,Bulk,Importer,Machinery,Multi-modal,1210,49089,33639,82728,0,0,165456,14,0,1,1,0,4,0
Chennai,Hazardous,Importer,Textiles,Rail,1140,63702,30105,93807,0,0,187614,2,1,3,1,0,2,1
Chennai,Liquid,Exporter,FMCG,Multi-modal,1240,70175,32398,102573,0,0,615438,3,0,1,1,0,4,1
Kolkata,Hazardous,Importer,Textiles,Rail,1357,89782,23768,113550,0,0,681300,5,0,5,0,0,3,1
Mundra,Liquid,Importer,Textiles,Road,603,47675,38251,85926,0,0,257778,5,0,5,0,0,5,0
Chennai,Container,Exporter,FMCG,Road,712,53536,22700,76236,1,4,228708,1,0,4,0,25856,1,1
Chennai,Bulk,Importer,FMCG,Road,1181,45527,31791,77318,1,1,231954,13,1,5,0,4625,1,1
JNPT,Container,Distributor,Electronics,Multi-modal,470,77302,34635,111937,1,2,895496,12,0,6,1,7370,5,1
Chennai,Hazardous,Distributor,Machinery,Road,101,84844,27261,112105,1,4,560525,3,0,6,1,36480,1,1
JNPT,Container,Retailer,Electronics,Road,74,48545,23690,72235,1,1,361175,6,0,5,1,8979,4,1
Cochin,Bulk,Retailer,Machinery,Multi-modal,1094,61934,28903,90837,0,0,635859,8,1,1,0,0,4,1
JNPT,Hazardous,Importer,Electronics,Rail,101,52113,37801,89914,0,0,179828,4,0,6,0,0,3,1
Cochin,Container,Importer,Chemicals,Rail,520,46276,26828,73104,0,0,438624,1,1,5,0,0,4,0
Cochin,Liquid,Exporter,Chemicals,Multi-modal,1180,45328,36200,81528,1,4,163056,13,1,2,0,31052,5,1
JNPT,Container,Exporter,Electronics,Multi-modal,919,73920,21883,95803,1,1,670621,3,0,2,1,1383,5,1
Chennai,Bulk,Exporter,Chemicals,Multi-modal,1340,67987,37433,105420,1,2,527100,10,1,3,0,6374,3,1
